otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr
736169.609775116,114.07,44.4213333333333,6.69,2.13,,C,241437,0.12,0.7,0.3
736169.966834259,114.0835,44.4296666666667,6.81,1.84,,C,242311,0.12,0.8,0.3
736169.992385417,114.081,44.4305,6.21,1.68,,C,242348,0.11,0.8,0.3
736170.045181945,114.084833333333,44.4285,6.49,2.05,,C,250104,0.08,0.8,0.3
736170.504008796,113.941333333333,44.7555,7.67,2.42,,B,251205,0.09,0.7,1.4
736172.939489815,113.586,43.4455,22.96,1.57,,C,272232,0.11,0.5,0.6
736172.940880903,113.601833333333,43.4403333333333,17.71,1.81,,C,272234,0.18,0.4,0.4
736173.079099653,114.2745,44.5653333333333,4.05,2.47,,C,280153,0.12,0.6,0.7
736173.139533565,114.270833333333,44.5628333333333,3.47,2.08,,C,280320,0.11,0.6,0.8
736173.458483912,113.040333333333,44.7186666666667,0.76,1.47,,B,281059,0.14,0.7,1.9
736175.992714699,114.568833333333,44.2841666666667,0.08,0,,B,302349,0.15,0.5,1.3
736178.56412338,112.564,44.6263333333333,2.64,1.07,,D,21332,0.02,5.9,11.1
736179.105427199,112.465333333333,44.7663333333333,12.07,0.86,,C,30231,0.05,1.1,2.2
736180.437867593,112.507666666667,44.6735,13.35,1.75,,B,41030,0.07,0.4,0.9
736181.340453704,113.483666666667,44.1206666666667,1.93,0.4,,D,50810,0.23,16.1,3.3
736182.340255787,113.6185,43.4886666666667,19.34,0,,C,60809,0.1,1.2,0.8
736182.341786574,113.565,43.4213333333333,18.98,2.21,,C,60811,0.17,0.4,0.4
736182.362321528,113.616666666667,43.3691666666667,12.44,1.89,,C,60840,0.17,0.9,1.3
736182.45059456,112.701666666667,45.3306666666667,1.75,1.64,,D,61048,0.29,4.5,11.7
736182.745007986,111.917166666667,44.6568333333333,13.25,1.26,,B,61752,0.12,0.4,1.2
736185.311826852,112.590166666667,45.3835,6.6,1.91,,C,90728,0.24,2.5,0.5
736191.26860625,113.9305,44.0693333333333,6.97,1.79,,C,150626,0.17,0.4,12.5
736196.924871296,113.925833333333,44.4335,5.93,1.88,,C,202211,0.11,1.1,1.7
736198.695865509,114.214833333333,44.5466666666667,2.71,1.76,,D,221641,0.24,2.9,1.5
736198.961105208,114.083333333333,44.4198333333333,7.85,1.84,,C,222303,0.04,0.8,1
736199.945776042,114.424,44.8193333333333,6.84,1.63,,C,232241,0.14,1,1.5
736203.064748495,113.5115,43.9658333333333,2.99,1.18,,D,270132,0.45,5.3,3.4
736203.180336343,112.982166666667,43.7105,10.34,0.91,,B,270419,0.15,0.5,1.4
736208.487932407,112.306833333333,44.6353333333333,1.35,1.89,,C,11142,0.13,1,1.1
736208.553300694,114.095,44.429,6.74,2.32,,C,11316,0.09,0.8,0.4
736208.92029919,114.0835,44.3943333333333,6.46,1.68,,B,12205,0.21,0.7,0.6
736209.117170602,114.083333333333,44.417,6.37,2.34,,C,20248,0.11,0.8,0.3
736209.118982292,114.075166666667,44.4241666666667,6.85,2.45,,C,20251,0.1,0.7,0.3
736209.250662153,114.075333333333,44.4038333333333,6.78,2.19,,C,20600,0.11,0.8,0.5
736209.296142593,114.044166666667,44.7953333333333,9.4,2.04,,C,20706,0.11,1.6,1.9
736209.392242824,114.059166666667,44.3883333333333,0.35,1.88,,C,20924,0.14,1.5,2.6
736209.659762153,113.225666666667,44.2888333333333,4.98,1.63,,D,21550,0.77,21.8,25.9
736211.377950694,114.355833333333,43.9028333333333,4.07,1.8,,C,40904,0.08,1.2,2.2
736214.006459375,114.1085,44.4403333333333,0.08,2.01,,D,70009,0.45,2.1,4.1
736214.823440857,114.1395,44.4523333333333,0.03,2.39,,C,71945,0.28,0.8,1.6
736216.293494097,114.029666666667,44.2998333333333,6.94,2.4,,D,90702,0.14,0.8,14.3
736216.494548611,112.489333333333,44.6318333333333,11.24,2.72,,B,91151,0.09,0.4,1.2
736216.539705556,112.4185,44.7266666666667,8.68,1.33,,D,91256,0.07,9.1,9.1
736216.556348032,112.512833333333,44.6661666666667,3.19,1.25,,D,91320,0.25,4.9,6.6
736216.572359028,112.514333333333,44.6305,5.87,2.39,,B,91343,0.12,0.3,2.7
736217.89084213,114.624,44.3365,0.6,2.38,,C,102122,0.13,1.2,1.9
736218.377442245,112.475166666667,44.6501666666667,10.37,1.95,,B,110903,0.04,0.4,1
736219.284444329,112.098166666667,44.9898333333333,1.3,1.37,,D,120649,0.05,5.6,11.8
736219.630287153,112.346166666667,44.6418333333333,5.73,2.38,,B,121507,0.13,0.5,0.3
736220.69528125,111.902166666667,44.614,6.38,1.55,,C,131640,0.22,0.8,3.2
736221.441821181,114.080166666667,44.4035,6.52,2.08,,D,141036,0.44,1.8,4.4
736223.927440741,113.910333333333,44.2258333333333,6.89,2.16,,D,162215,0.27,6.7,12.9
736225.084733218,114.1185,44.4391666666667,8,0,,C,180201,0.08,0.7,1
736226.085124884,113.237666666667,44.637,6.93,1.62,,D,190202,0.17,1.8,19
736226.55054213,114.5435,44.2091666666667,0.48,1.38,,C,191312,0.13,0.9,1.6
736226.569832639,113.807166666667,44.123,3.19,2.05,,D,191340,0.1,14.3,2
736226.740383912,113.091666666667,44.3591666666667,1.96,1.45,,D,191745,0.2,2.2,20.3
736228.411018981,114.578333333333,44.286,3.07,2.09,,D,210951,0.05,5.3,2.1
736228.554661921,114.556666666667,44.544,3,2.71,,C,211318,0.06,1.4,2.9
736229.504358912,112.215,44.5443333333333,16.85,1.73,,C,221205,0.11,1.4,1.8
736231.322329861,112.861833333333,44.4673333333333,5.87,1.68,,C,240743,0.08,1.9,2.2
736231.384780903,112.697166666667,44.911,1.94,1.92,,D,240913,0.11,2.4,6.7
736247.348614931,114.1045,44.4008333333333,6.5,1.54,,D,100821,0.37,2.6,0.9
736250.644147338,113.940333333333,44.2046666666667,4.65,1.45,,D,131527,0.03,5.8,11.3
736256.730293056,114.050166666667,44.3986666666667,7.12,1.86,,C,191731,0.09,0.7,1.4
736256.800995602,114.048,44.4765,5.49,1.87,,C,191913,0.13,1.9,2.1
736256.82295162,114.026833333333,44.4188333333333,8.7,1.79,,C,191944,0.1,1.3,1.2
736256.823979051,114.053166666667,44.4193333333333,7.61,2.45,,C,191946,0.06,0.7,0.6
736258.579977546,114.151833333333,44.4593333333333,9.51,2.07,,C,211355,0.01,2.2,1.3
736259.248004861,114.096,44.4536666666667,5.58,2.53,,C,220556,0.08,0.7,0.3
736259.911385532,114.063166666667,44.4391666666667,6.2,0,,C,222152,0.09,0.9,0.4
736262.774254398,114.230166666667,44.5656666666667,0.02,2.28,,C,251834,0.1,2.4,2.8
736266.682507755,114.8245,44.2448333333333,7.15,2.55,,D,291622,0.11,9,3.8
736268.476582292,114.041666666667,44.4161666666667,5.52,1.82,,D,311126,0.45,8.8,4.3
736268.540552662,114.1555,44.3511666666667,10.55,1.91,,D,311258,0,2.6,0.9
736270.353062037,113.661,44.217,11.35,1.55,,C,20828,0.13,2.2,1
736273.953103588,113.359833333333,43.0228333333333,17.37,2.15,,C,52252,0.12,0.6,1.6
736274.883040741,111.819833333333,43.0341666666667,5.07,1.74,,D,62111,0.11,3.7,15.7
736275.547671412,112.863333333333,44.806,6.47,2.01,,D,71308,0.03,11.2,0.6
736278.637015509,114.299,44.684,4.99,1.66,,D,101517,0.2,7,13.8
736282.632118518,114.3585,44.7315,5,2.22,,D,141510,0.47,8.7,13.3
736285.084811227,114.078333333333,44.3978333333333,1.7,2.09,,D,170201,0.11,4.3,7.7
736286.133542477,113.669833333333,43.6603333333333,0.12,1.41,,D,180312,0.11,13.7,9.6
736290.120113079,114.0425,44.4473333333333,7.26,1.86,,D,220252,0.14,4.8,4.5
736290.273076389,112.558333333333,44.68,11.85,1.38,,C,220632,0,1.8,4.1
736290.548296528,114.0235,44.4193333333333,8.44,1.59,,C,221309,0.13,1.4,1.5
736296.531147917,114.117,44.4026666666667,12.14,1.69,,D,281244,0,2.9,0.6
736300.121487384,112.831666666667,44.4378333333333,6.4,1.67,,D,20254,0.05,7.1,7.1
736300.943671296,111.815166666667,44.7235,8.12,1.91,,C,22238,0.11,1,3.2
736304.591506366,111.87,45.0778333333333,11.6,2.31,,C,61411,0.18,2.1,2.8
736306.943448495,114.209,44.4816666666667,5.19,1.27,,D,82238,0.11,6.4,10.8
736306.946583102,114.2605,44.6531666666667,0.02,2.34,,D,82243,0.45,16.6,6.7
736306.956809375,114.247,44.5403333333333,2.82,1.81,,C,82257,0.05,0.7,0.7
736306.963689352,114.261833333333,44.556,0.56,2.4,,C,82307,0.05,0.9,1.4
736306.983452546,114.232,44.5481666666667,2.17,2.11,,D,82336,0.01,3.2,2.9
736306.993529398,114.225,44.4643333333333,3.6,1.87,,C,82350,0.05,2.2,2.2
736306.998907523,114.2125,44.4713333333333,4.14,1.72,,D,82358,0.09,2.6,1.4
736307.030262963,114.195833333333,44.4761666666667,5.79,1.6,,D,90043,0,3,1.4
736307.032722454,113.930166666667,44.1263333333333,5.11,0.8,,D,90047,0.07,6.2,12.3
736307.074040162,114.269166666667,44.5303333333333,6.56,1.81,,D,90146,0.11,4.4,7.2
736307.154065856,114.306,44.4785,0.02,1.5,,D,90341,0.39,12.2,14
736307.155318866,114.251333333333,44.5715,1.23,2.46,,C,90343,0.12,1.6,2.1
736307.192329167,114.331833333333,44.5391666666667,5,1.81,,D,90436,0.3,15.2,23.9
736307.195176273,114.3385,44.525,1.09,1.8,,D,90441,0.12,6.8,8.5
736307.205400116,114.345166666667,44.5423333333333,3.2,2.02,,D,90455,0.01,6.4,1.9
736307.244453588,114.231,44.4543333333333,1.49,1.98,,D,90551,0.03,7.8,8
736307.271802662,113.971166666667,44.3208333333333,5,1.34,,D,90631,0.91,30.3,50.3
736307.276966319,114.256333333333,44.5603333333333,3.62,2.32,,C,90638,0.13,0.9,0.8
736307.31472037,114.296,44.5268333333333,4.23,1.92,,D,90733,0.27,13.5,21.5
736307.360724421,114.2795,44.5161666666667,4.23,1.88,,D,90839,0.12,8.5,13.6
736308.395408102,113.890333333333,44.1341666666667,4.31,1.79,,C,100929,0.11,2.3,4.3
736308.805470602,114.1965,44.5041666666667,12.84,1.8,,D,101919,0.01,3.8,2.6
736308.857754282,114.352833333333,44.5655,3.1,1.83,,C,102035,0.01,1,1.6
736308.893149768,114.339,44.5571666666667,6.87,1.95,,D,102126,0.02,2.9,6.1
736308.912890394,114.244,44.5355,3.68,0,,C,102154,0.06,1.2,1.1
736308.918297107,114.249666666667,44.5396666666667,3.39,2.01,,C,102202,0.06,1,1
736308.953150463,114.2415,44.5356666666667,6.48,2.02,,C,102252,0.07,1.6,3.9
736309.076782639,114.258833333333,44.532,4.95,0,,C,110150,0.03,1,0.7
736309.077382755,114.307666666667,44.5476666666667,4.14,0,,C,110150,0.05,0.5,0.5
736309.079936227,114.270666666667,44.5301666666667,0.68,2.05,,D,110154,0.1,4.2,4.8
736309.232817824,114.265666666667,44.5581666666667,0.03,1.94,,C,110535,0.07,1.4,2.1
736309.252287384,114.195333333333,44.47,5.3,1.83,,D,110603,0.02,6.7,10.7
736309.259557986,114.2365,44.5111666666667,9.68,1.83,,C,110613,0.08,1.2,1.6
736309.271696412,114.2855,44.5706666666667,4.06,1.92,,C,110631,0.07,1.3,1.1
736309.294290393,114.211666666667,44.4953333333333,10.54,1.92,,C,110703,0,2.3,2.3
736309.33830544,113.963166666667,44.3313333333333,0.02,1.31,,C,110807,0.1,1.2,3.3
736309.344293056,114.289666666667,44.5631666666667,0.03,2.38,,C,110815,0.17,1.4,2.1
736309.454012037,114.284833333333,44.5576666666667,0.01,2.3,,C,111053,0.11,1,1.5
736309.584463079,114.2015,44.4746666666667,5.1,1.38,,D,111401,0.4,18.5,29
736309.591895949,114.207166666667,44.4785,5.98,2.17,,D,111412,0,2.8,1.4
736309.94450081,114.216333333333,44.4885,8.27,2.12,,C,112240,0.01,2.5,3.6
736310.119973264,113.951333333333,44.2971666666667,4.99,1.73,,D,120252,0.51,14.1,28.5
736310.184297106,114.249,44.5015,7.03,1.31,,D,120425,0.61,11.4,52.5
736310.203507639,114.110666666667,44.425,8.19,1.83,,D,120453,0.27,7.1,4.1
736310.214195833,114.308666666667,44.5105,4.48,1.66,,D,120508,0.22,11.6,19.3
736310.496257523,114.121666666667,44.4178333333333,0.02,1.71,,C,121154,0.29,2.1,3.1
736310.574680324,114.203333333333,44.475,6.48,2.05,,C,121347,0,2.4,1.4
736311.595460417,114.080833333333,44.4253333333333,4.84,1.82,,D,131417,0.17,10.4,15.5
736311.720892361,114.053333333333,44.3763333333333,0.02,1.93,,D,131717,0.25,8.4,6.2
736313.007118866,114.043333333333,44.3493333333333,4.41,1.89,,D,150010,0.02,7.9,7.6
736315.511066204,113.242833333333,44.2478333333333,4.14,1.62,,D,171215,0.13,2.6,4
736315.642631945,113.930166666667,44.3336666666667,6.67,1.92,,D,171525,0.31,2.1,5.6
736315.872205324,113.941333333333,44.4073333333333,3.93,1.08,,D,172055,0.21,7.8,15.1
736316.567477894,111.851833333333,45.0318333333333,6.32,0,,C,181336,0.07,0.6,3.7
736316.980686574,114.0125,44.3751666666667,10.4,1.29,,C,182332,0.09,1.9,1.5
736317.460700694,113.942666666667,44.3551666666667,1.6,1.55,,C,191103,0.37,3.6,4.8
736318.996103935,114.018666666667,44.359,8.25,1.86,,C,202354,0.08,2.4,1.6
736320.046872569,111.855,45.0371666666667,2.78,0,,B,220107,0.11,0.5,1.4
736320.114267708,111.879,45.0253333333333,2.95,1.76,,C,220244,0.02,1.6,4.3
736320.26603912,111.873,45.011,2.01,1.96,,C,220622,0.03,1.4,1.1
736321.400647222,111.884833333333,44.7278333333333,8.2,1.63,,C,230936,0.04,1.1,2.1
736324.989850463,114.316666666667,44.4883333333333,4.99,2.15,,D,262345,0.27,10.5,13.2
736325.009121643,114.306833333333,44.4995,0.03,2.04,,D,270013,0.07,4.3,4.8
736325.04269919,114.333666666667,44.4778333333333,0.08,2.01,,D,270101,0.16,6.4,6.2
736325.04604838,114.2855,44.4876666666667,0.01,2.2,,D,270106,0.19,11.1,11.2
736325.071332292,114.306833333333,44.5008333333333,1.17,2.07,,D,270142,0.26,13.7,14.2
736325.118509954,113.902666666667,44.4753333333333,5,1.79,,D,270250,0.7,39.1,45.1
736325.23219213,114.127666666667,43.59,3.66,1.79,,C,270534,0.07,1,3.4
736325.30140625,113.743166666667,43.6586666666667,7.28,1.27,,D,270714,0.16,1.5,14
736326.650454745,111.907,44.9713333333333,5,1.55,,D,281536,0.04,1.9,13
736329.268387963,112.493,45.2161666666667,4.82,1.48,,D,310626,0.2,5.6,14.1
736329.302848495,111.889333333333,44.9913333333333,2.28,1.87,,D,310715,0.02,6.4,1.5
736329.88767419,114.176833333333,44.5565,6.48,1.81,,D,312118,0.2,2.4,8.1
736333.880934722,112.108,44.5611666666667,5.89,1.74,,D,42108,0.08,1.7,14.3
736334.469703125,111.956666666667,44.6806666666667,5.96,1.75,,C,51116,0.01,0.7,12.6
736334.476300926,111.956,44.7061666666667,6.44,1.57,,D,51125,0.03,1.4,11.4
736338.240548611,114.217166666667,44.4981666666667,9.95,1.63,,D,90546,0.06,3.2,1.9
736341.329261921,114.187833333333,44.4738333333333,7.13,1.59,,D,120754,0.01,2.9,9.4
736342.773401736,113.0225,44.7031666666667,4.95,2.17,,D,131833,0.2,5.8,15.6
736342.818051968,112.838833333333,44.6936666666667,5.14,1.68,,D,131937,0.04,5.5,10.8
736348.102940162,114.069166666667,44.4128333333333,9.64,1.93,,C,190228,0.2,1.4,0.6
736348.270252546,114.127833333333,44.47,8.07,0,,C,190628,0.02,1.4,1.6
736348.878684144,112.467166666667,44.6388333333333,0.08,1.71,,D,192105,0.52,3.5,11.8
736350.203804514,114.550833333333,44.5616666666667,5.2,1.55,,D,210453,0.04,6.2,11.7
736350.299880093,114.166833333333,44.2393333333333,2.42,1.87,,D,210711,0.82,27.6,48.8
736351.974986343,112.744833333333,44.2775,9.43,1.37,,B,222323,0.07,0.7,3.2
736351.980644444,114.545,44.5498333333333,5.21,2.13,,D,222332,0.03,6,11.5
736351.984100694,114.544666666667,44.5446666666667,5.98,1.85,,D,222337,0.2,9.7,18.1
736352.081565625,114.547833333333,44.5466666666667,5.98,2.01,,D,230157,0.2,9.7,18.1
736352.272681713,114.532166666667,44.5343333333333,6.45,1.7,,D,230632,0.21,10.3,19.2
736352.330907986,114.571666666667,44.5285,4.65,2.11,,D,230756,0.04,4.8,9.3
736352.586139699,114.529166666667,44.559,7.35,1.7,,D,231403,0.25,11.7,20.9
736353.225327315,114.015166666667,44.3468333333333,4.8,1.97,,D,240524,0.24,14.5,15.7
736353.39298206,114.430666666667,44.5368333333333,18.21,2.34,,D,240925,0.03,1.5,11.6
736355.708024306,114.516,44.5411666666667,5,1.48,,D,261659,0.59,24,44.7
736356.130066088,114.852166666667,45.1023333333333,4.27,2.04,,D,270307,0.45,23.9,31.3
736356.144126273,114.476333333333,44.5293333333333,5,1.91,,D,270327,0.42,17.8,32.9
736356.305053819,114.1865,44.489,5.01,1.43,,D,270719,0.47,24.6,32.5
736358.268798843,114.134333333333,44.5841666666667,3.5,1.85,,D,290626,0.15,13.2,12.1
736358.338110995,114.075166666667,44.6053333333333,3.95,1.78,,D,290806,0.09,13.2,6
736358.388552662,114.094,44.6061666666667,4.98,1.86,,D,290919,0.2,18.9,9.3
736358.415647801,114.155166666667,44.5805,4.26,1.52,,D,290958,0.21,15.2,14.9
736358.491342014,113.301,44.3308333333333,5.69,1.37,,D,291147,0.09,7.2,9.8
736358.907767245,111.129333333333,43.4235,3.02,1.67,,D,292146,0.09,1.4,10.5
736360.054798843,114.085333333333,44.4053333333333,5.64,2.08,,D,310118,0,2.8,0.6
736360.450748727,114.082333333333,44.4126666666667,5.66,2.12,,C,311048,0.02,2.2,0.6
736360.833762153,112.884,44.393,9.85,0,,C,312000,0.14,0.8,2.5
736361.068428588,114.243333333333,44.5496666666667,4.02,2.23,,D,10138,0.02,2.8,1
736362.80379294,114.012833333333,44.3468333333333,0.1,1.65,,B,21917,0.13,1.1,3
736362.894276736,114.560833333333,44.5288333333333,4.35,1.56,,D,22127,0.06,5.3,10.2
736362.896265741,114.557833333333,44.5466666666667,4.39,1.77,,D,22130,0.04,5.4,10.5
736362.941116319,114.5445,44.5358333333333,3.71,1.63,,D,22235,0.03,5.5,10.3
736362.951395486,113.961666666667,44.3735,6.74,1.24,,C,22250,0.06,1.5,1.7
736363.390252894,111.832833333333,44.8293333333333,0.25,0,,D,30921,0.01,3.4,11.8
736365.810980208,112.589833333333,44.4148333333333,0.1,1.47,,C,51927,0.11,1,3.2
736366.001901042,113.353,43.9973333333333,5.19,1.02,,D,60002,0.01,5.5,10.8
736366.55901412,114.092,44.3018333333333,4.21,1.58,,D,61324,0.1,6.7,13.1
736366.784889931,112.222,44.536,0.01,1.49,,C,61849,0.15,2.2,3.2
736368.474901852,114.5515,44.2253333333333,7.12,1.82,,D,81123,0.07,1.9,13.8
736369.070340856,114.181833333333,44.426,5.01,1.5,,D,90141,0.21,11.4,18
736369.782075579,114.178666666667,44.4228333333333,4.97,1.33,,D,91846,0.29,14.5,23
736370.280629514,111.85,45.0678333333333,5.01,1.63,,D,100643,0.09,3.6,11
736371.020610069,113.193166666667,44.1943333333333,3.21,1.34,,D,110029,0.22,1.6,5.6
736371.799066088,112.591666666667,44.3816666666667,3.27,1.6,,C,111910,0.13,1.7,2.4
736373.188179861,114.066833333333,44.3933333333333,6.31,1.73,,C,130430,0.07,1.5,0.8
736374.438265393,114.065833333333,44.4055,6.38,2.03,,C,141030,0.02,2.4,0.4
736374.717781366,114.294166666667,44.5141666666667,1.96,1.9,,D,141713,0.31,3.8,9.9
736375.256261921,114.018666666667,44.3418333333333,4.83,1.65,,D,150609,0.26,15.4,17.4
736376.82359537,114.1005,44.407,10.51,1.87,,C,161945,0.21,1.7,0.9
736381.748719444,114.487666666667,44.541,5,1.96,,D,211758,0.47,19.3,36.1
736381.767973264,114.568333333333,44.5268333333333,4.41,2.38,,D,211825,0.03,6,11
736381.857728356,114.169666666667,44.3171666666667,2.93,2.15,,D,212034,0.36,19.4,18.3
736384.085103588,114.517,44.5281666666667,5,1.88,,D,240202,0.65,26.5,48.8
736386.302434722,114.485333333333,44.59,0.02,0,,D,260715,0.16,2.8,4.4
736386.319199306,114.072666666667,44.567,7.68,0,,C,260739,0.19,1.1,3.6
736386.372665162,114.500166666667,44.476,3.98,2.27,,C,260856,0.02,1.6,4.5
736386.386349768,114.516333333333,44.506,2.69,2.26,,C,260916,0.01,0.9,1.7
736386.549124768,114.554,44.5433333333333,3.92,1.87,,D,261310,0.05,5.5,10.7
736386.841235185,113.954,44.3358333333333,5.02,0,,D,262011,0.37,15.6,24.7
736388.062265046,114.081333333333,44.5636666666667,6.37,0,,C,280129,0.07,1.5,2
736388.095490278,114.468833333333,44.4945,4.42,1.41,,D,280217,0.35,15.5,27.7
736388.162672685,114.157833333333,44.5943333333333,3.74,2.19,,D,280354,0.2,14.5,14.5
736388.217348495,114.154,44.3083333333333,3.34,2.11,,D,280512,0.21,13.7,14.8
736388.42268669,114.0145,44.4746666666667,6.78,1.5,,D,281008,0,4.9,0.9
736388.46342338,114.072,44.5763333333333,10.41,2.29,,C,281107,0.07,0.9,1.5
736388.795204167,114.489333333333,44.5728333333333,4.67,1.92,,D,281905,0.08,5.9,12.8
736389.530014236,114.5605,44.5486666666667,4.7,1.83,,D,291243,0.04,5.5,10.7
736389.591320718,114.486,44.5073333333333,7.23,1.98,,D,291411,0.29,2.4,27.1
736389.633912269,114.184833333333,44.587,3.5,2.06,,C,291512,0.01,2.1,1.5
736389.992545718,114.459,44.576,5.06,2.17,,D,292349,0.05,5.5,11.9
736390.307487384,114.4945,44.4745,0.02,1.98,,D,10722,0.19,4.6,6.5
736392.424275231,114.454666666667,44.5525,6.6,1.9,,D,31010,0.03,5,10.1
736392.495078819,114.569833333333,44.5285,4.85,2.37,,D,31152,0.03,5.4,10.2
736392.497496412,114.432333333333,44.5488333333333,4.32,1.62,,D,31156,0.02,3.9,9.9
736393.199284028,114.222833333333,44.5273333333333,11.14,1.9,,C,40446,0.07,1.1,0.8
736393.460030671,114.261,44.524,6.04,1.89,,D,41102,0.17,2.8,1.4
736393.840314236,114.036,44.5673333333333,5.96,1.83,,C,42009,0.09,2.5,2.4
736396.971880324,114.495166666667,44.532,4.96,1.79,,D,72319,0.35,15.2,28.2
736399.976455903,112.582833333333,45.3958333333333,8.29,0,,D,102326,0.27,4,0.8
736402.149945602,114.0445,44.5591666666667,12.44,2.46,,C,130335,0.08,1.2,0.6
736402.322675,114.224333333333,44.509,8.23,2.07,,D,130744,0.01,2.6,3.1
736402.558414352,113.9525,44.3418333333333,4.51,1.35,,C,131324,0.23,3.9,7.9
736402.785807639,114.081,44.5958333333333,7.87,2.08,,D,131851,0.18,1.4,6
736403.598003935,114.411,44.5005,5.1,1.88,,D,141421,0.01,5.7,11.2
736405.55801412,114.477166666667,44.5451666666667,4.76,2.34,,D,161323,0.07,5.8,12.2
736406.782352083,114.065666666667,44.5825,10.25,1.96,,C,171846,0.15,0.9,1.8
736406.784910185,114.043833333333,44.5501666666667,4.8,1.39,,D,171850,0.01,2.6,6.1
736409.113264005,113.137,44.9991666666667,0.02,2.24,,D,200242,0.07,10.7,8.3
736410.45282037,113.9095,44.3366666666667,6.97,1.5,,D,211052,0.12,1.8,16.2
736413.332748727,114.0775,44.4006666666667,5.12,1.99,,C,240759,0.11,1.7,1
736415.582597569,113.892666666667,44.0715,7.96,1.37,,C,261358,0.11,0.7,14.5
736415.698784028,114.033666666667,44.222,6.96,1.53,,D,261646,0.03,1.2,12.7
736415.736435648,114.012333333333,44.221,0.02,1.86,,C,261740,0,0.8,2.8
736415.778800347,114.013833333333,44.2188333333333,0.23,1.57,,C,261841,0.01,0.8,2.5
736416.101834722,114.010666666667,44.1973333333333,7.1,1.46,,D,270226,0.27,2.4,25.5
736416.13167037,114.475166666667,44.5545,4.61,1.92,,D,270309,0.03,4.3,9.5
736417.280478472,111.799666666667,45.1296666666667,1.67,2.14,,D,280643,0.12,8.4,7.8
736417.939757986,111.9225,44.6471666666667,0.02,1.29,,D,282233,1.04,7.2,23.1
736417.968569907,111.718,45.056,5.02,1.69,,D,282314,0.05,1.1,13.3
736418.283934606,111.831,44.8673333333333,0.1,1.02,,C,290648,0.01,2.1,3.8
736423.156111227,113.963833333333,44.1253333333333,7.02,1.83,,C,30344,0.09,0.3,14.5
736423.439275231,114.005,44.6138333333333,5.4,1.83,,C,31032,0.14,1.7,1.3
736423.832709144,113.198833333333,44.4196666666667,6.62,1.53,,D,31958,0.06,5.1,8.2
736424.600730671,114.038333333333,44.5718333333333,11.94,1.65,,C,41425,0.09,1.4,3.7
736424.720616667,111.780666666667,43.497,5,1.38,,D,41717,0.33,8.7,30.2
736424.770778819,114.0105,44.2155,7.45,1.78,,D,41829,0.03,0.7,12.4
736426.618047917,112.859,44.3028333333333,0.34,1.78,,D,61449,0.21,4.3,4.6
736426.917739005,113.3335,44.5358333333333,7.69,1.46,,D,62201,0.19,4,20
736427.294561227,114.031,44.5566666666667,13.94,1.61,,C,70704,0.05,1.8,3
736430.423316667,113.989666666667,44.5616666666667,4.76,1.9,,D,101009,0.19,8,13.6
736432.367758102,114.0605,44.3953333333333,6.32,1.55,,D,120849,0,4.1,1.7
736432.484907176,113.066,44.1738333333333,7.44,2.01,,C,121137,0.29,1.9,26.5
736434.190551505,114.2145,44.4968333333333,12.21,1.58,,C,140434,0.01,2.3,0.4
736437.1733625,111.871333333333,45.029,5.97,1.52,,D,170409,0.03,3.7,12.8
736438.08239838,111.873166666667,45.0435,0.15,2.74,,C,180158,0.07,1.7,3.3
736438.09283912,111.881333333333,45.0151666666667,5.88,1.2,,D,180213,0.15,3.9,17.8
736438.178275347,111.868,45.0446666666667,0.17,0,,C,180416,0.05,0.7,1.6
736438.188567014,111.828833333333,45.048,5.73,2.49,,C,180431,0.22,0.6,2.1
736438.199077315,111.878666666667,45.0426666666667,0.02,0,,C,180445,0.09,0.9,2.2
736438.331248843,111.8855,45.0208333333333,2.59,2.68,,C,180756,0.16,1,1
736438.344647801,111.866333333333,45.0453333333333,7.45,1.49,,D,180816,0.04,0.7,12.2
736438.450786574,111.859333333333,45.0365,5.35,2,,C,181048,0.09,0.9,1.9
736438.464362963,111.879,45.0296666666667,4.19,2.72,,C,181108,0.01,1.2,2.5
736438.724728935,114.042833333333,44.5556666666667,11.94,1.86,,C,181723,0.04,1.3,1
736439.320330556,111.849166666667,45.0643333333333,7.19,2.44,,C,190740,0.09,1.3,1.9
736439.33743588,111.822166666667,45.0548333333333,5.48,1.7,,C,190805,0.24,0.8,2.7
736439.571594907,111.8485,45.051,0.66,2.2,,D,191342,0.1,3.7,6.7
736439.796662616,111.7205,44.9138333333333,9.84,1.48,,D,191907,0,5.2,1.9
736439.833806829,111.847,45.069,3.46,2.36,,D,192000,0.05,2.9,2
736440.074076042,111.855666666667,45.0738333333333,1.08,2.48,,C,200146,0.04,1.6,1.4
736440.111996875,111.992,44.63,5.05,0,,D,200241,0.47,9.5,19.5
736440.870071181,114.243333333333,44.5531666666667,11.7,1.7,,C,202052,0.1,1.3,0.7
736441.197536806,111.835333333333,45.092,12.62,2.19,,D,210444,0.02,3.1,3.3
736441.725193171,113.673166666667,44.6893333333333,5.26,1.46,,D,211724,0.08,9.3,7.9
736442.098518056,111.838,45.075,5.06,1.37,,D,220221,0.01,3.4,8.8
736443.298326852,113.92,44.3321666666667,2.47,1.75,,D,230709,0.26,5.6,11.5
736443.546845486,111.867166666667,45.0343333333333,5.01,1.42,,D,231307,0.1,1.9,14.9
