otime lon lat depth mag quality hypo_evt_no rmse Herr Verr depth_FSL
735754.508060185 -114.232166666667 44.5561666666667 5 0 C 200148 0.04 0.4 12.9 4.658
735754.508096296 -114.037166666667 44.4831666666667 5 0 D 200149 0.04 2.9 13 4.718
735754.508910185 -110.820666666667 44.8601666666667 5 0 D 200150 0.21 2.9 21.7 4.717
735754.510182755 -114.315166666667 44.5951666666667 5 0 D 200151 0.28 2.6 26.4 4.657
735754.511164005 -110.780666666667 44.7763333333333 10.75 0 D 200152 0.45 2.8 1.5 9.897
735754.522150116 -114.234833333333 44.5555 5 0 C 200153 0.03 0.5 12.8 4.657
735754.523781944 -110.953166666667 44.7358333333333 0.04 0 D 200154 0.55 21.4 14.4 0.268
735754.529498843 -114.234 44.5563333333333 5 0 C 200155 0.05 0.6 13.2 4.657
735754.638646065 -114.167833333333 44.556 5 0 D 200156 0.1 13.6 15.1 4.656
735754.639577083 -110.854833333333 44.7956666666667 5.29 0 C 200157 0.24 1.6 1.3 4.983
735754.642890856 -110.808333333333 44.9086666666667 5 0 D 200158 0.03 2 12.7 4.722
735754.725718171 -114.330666666667 44.6338333333333 5 0 D 200159 0.04 1.2 12.9 4.657
735754.814916435 -116.483333333333 43.7578333333333 4.76 0 D 200160 0.13 13.8 12.6 4.444
735754.83344294 -110.859666666667 44.8606666666667 5 0 D 200161 0.05 1.6 13.1 4.717
735754.890660764 -110.517666666667 44.4 4.61 0 D 200162 0.16 11.8 13.6 4.316
735754.918828472 -114.2345 44.5553333333333 5 0 C 200163 0.03 0.5 12.7 4.657
735754.989002083 -114.168 44.6356666666667 5 0 D 200164 0.15 1.5 17.9 4.657
735755.034787616 -114.2435 44.547 5 0 D 200165 0.1 0.8 15 4.657
735755.041739468 -114.266166666667 44.659 5 0 D 200166 0.05 2.9 13.2 4.662
735755.058523958 -113.942333333333 43.9241666666667 5 0 D 200167 7.45 99 31.6 4.653
735755.097292361 -112.5265 45.392 5 0 D 200168 0.09 3.4 14.7 4.702
735755.262745949 -114.238666666667 44.5613333333333 5 0 C 200169 0.05 0.5 13.2 4.657
735755.36272037 -114.295833333333 44.574 5 0 D 200170 0.26 2.3 24.9 4.657
735755.363671759 -114.239833333333 44.5645 5 0 D 200171 0.05 0.5 13.2 4.657
735755.411283681 -114.2815 44.5693333333333 5 0 D 200172 0.2 2.1 20.8 4.657
735755.599768981 -114.328 44.6436666666667 5 0 D 200173 0.1 1 15 4.67
735755.599783912 -114.266166666667 44.641 3.91 0 C 200174 0.28 1.4 3 3.771
735755.601160301 -114.332333333333 44.6288333333333 5 0 D 200175 0.04 1.1 12.9 4.657
735755.66399537 -111.572666666667 42.8616666666667 5 0 D 200176 0.16 3.4 18.2 4.637
735755.757031134 -114.3345 44.6396666666667 5 0 D 200177 0.03 0.9 12.8 4.658
735755.757052199 -114.1745 44.6375 0.1 0 D 200178 0.1 5.3 3.5 0.308
735755.912750347 -113.282166666667 46.2093333333333 16.17 0 D 200179 0.27 18.6 3.5 14.71
735755.96888669 -114.242833333333 44.5718333333333 5 0 C 200180 0.03 0.4 12.8 4.657
735756.099701968 -114.290333333333 44.5743333333333 5 0 D 200181 0.21 1.7 21.5 4.658
735756.260252315 -114.2455 44.5673333333333 5 0 C 200182 0.04 0.5 13 4.657
735756.268624884 -114.306666666667 44.57 5 0 D 200183 0.08 1.4 14.2 4.657
735756.286338657 -114.232833333333 44.5565 5 0 C 200184 0.03 0.5 12.8 4.657
735756.302481018 -114.231666666667 44.5553333333333 5 0 C 200185 0.03 0.5 12.7 4.657
735756.360298611 -114.233 44.5558333333333 5 0 C 200186 0.03 0.5 12.8 4.657
735756.450817361 -114.316833333333 44.5913333333333 5 0 D 200187 0.27 2.6 26.1 4.657
735756.459518982 -114.234166666667 44.5556666666667 5 0 C 200188 0.04 0.6 12.9 4.657
735756.474905903 -114.203833333333 44.5738333333333 5 0 D 200189 0.1 0.5 15 4.657
735756.632235069 -114.231833333333 44.5533333333333 5 0 C 200190 0.06 0.5 13.6 4.658
735756.632243518 -114.207333333333 44.5543333333333 5.75 0 C 200191 0.29 1.4 1.2 5.407
735756.655194329 -114.284833333333 44.6061666666667 5 0 D 200192 0.01 1.4 12.5 4.654
735756.673108218 -114.234 44.5526666666667 5 0 D 200193 0.04 0.5 12.9 4.657
735756.709178935 -114.270833333333 44.5421666666667 5 0 D 200194 0.02 2.6 12.6 4.657
735756.765385648 -114.307333333333 44.5638333333333 5 0 D 200195 0.3 3 28.3 4.657
735756.765569097 -114.234333333333 44.5453333333333 5 0 D 200196 0.02 1.4 12.6 4.654
735756.981950231 -114.236333333333 44.5515 5 0 C 200197 0.05 0.6 13.1 4.657
735756.982142361 -114.278833333333 44.6003333333333 5 0 D 200198 0.08 1.6 14.2 4.654
735756.991048495 -114.325166666667 44.587 5 0 D 200199 0.27 2.7 25.4 4.657
735757.336305787 -114.237666666667 44.5501666666667 5 0 C 200200 0.04 0.7 12.9 4.657
735757.336416782 -113.758666666667 44.3471666666667 5 0 D 200201 2.72 59.4 99 4.675
735757.423411343 -114.234833333333 44.5515 5 0 C 200202 0.05 0.6 13.3 4.672
735757.425764583 -114.307166666667 44.5945 5 0 D 200203 0.2 1.6 20.6 4.657
735757.477154977 -114.2435 44.5535 5 0 D 200204 0.07 0.6 13.7 4.672
735757.498133102 -114.354 45.2923333333333 25.5 0 D 200205 1.25 49.3 54.4 23.183
735757.607527315 -114.245166666667 44.5485 5 0 D 200206 0.05 1 13.3 4.657
735757.609344907 -114.244666666667 44.5485 5 0 D 200207 0.03 1.2 12.8 4.657
735757.61306875 -114.237666666667 44.5511666666667 5 0 C 200208 0.03 0.8 12.8 4.657
735757.670995833 -113.594 44.069 5 0 D 200209 3.52 77.2 99 4.66
735757.6719875 -114.228833333333 44.5626666666667 5 0 C 200210 0.07 1.3 13.8 4.681
735757.68795463 -113.067166666667 45.0858333333333 5 0 D 200211 0.09 1.9 14.8 4.72
735757.687803472 -112.3235 46.9011666666667 5 0 D 200212 3.48 64.9 74.8 4.657
735757.692895023 -112.552666666667 44.4161666666667 5 0 C 200213 0.3 0.8 27.9 4.725
735757.808172569 -114.034666666667 44.3966666666667 5 0 D 200214 0.05 2.9 13.2 4.681
735757.916525 -114.159666666667 44.5183333333333 5 0 D 200215 0.27 1.8 25.7 4.681
735758.196014005 -114.288666666667 44.5845 5 0 D 200216 0.18 1.7 19.5 4.657
735758.28044919 -114.217333333333 44.5911666666667 5 0 D 200217 0.03 1.4 12.7 4.657
735758.280453935 -114.295166666667 44.4768333333333 5 0 D 200218 0.04 1.3 12.9 4.718
735758.328653125 -114.240666666667 44.5566666666667 5 0 C 200219 0.06 0.6 13.4 4.657
735758.468287269 -112.628 44.2588333333333 5 0 C 200220 0.16 0.6 18.5 4.714
735758.496320718 -114.288333333333 44.5946666666667 5 0 D 200221 0.17 1.8 18.9 4.657
735758.50169294 -114.410166666667 44.469 5 0 D 200222 0.11 1.6 15.7 4.657
735758.596896065 -114.2345 44.5545 5 0 C 200223 0.03 0.6 12.7 4.657
735758.709411343 -114.241 44.5523333333333 5 0 D 200224 0.01 0.9 12.5 4.657
735758.781901505 -110.856166666667 43.7183333333333 5 0 D 200225 0.49 8.1 43 4.655
735758.82287581 -110.499333333333 43.7018333333333 4.94 0 D 200226 0.13 8.3 10.6 4.601
735758.824145833 -112.44 46.1151666666667 5.01 0 D 200227 0.38 26.5 20.1 4.726
735759.036736227 -114.302333333333 44.5916666666667 5 0 D 200228 0.05 1.2 13.1 4.657
735759.091098843 -114.3955 44.6595 5 0 D 200229 0.11 1.3 15.5 4.658
735759.091102662 -114.275666666667 44.607 0.1 0 D 200230 0.07 3.8 3.4 0.291
735759.097037384 -114.397666666667 44.672 5 0 D 200231 0.07 1.1 13.9 4.658
735759.09703912 -114.368 44.6698333333333 4.73 0 C 200232 0.21 0.9 1.2 4.509
735759.137648032 -114.394166666667 44.6478333333333 5 0 D 200233 0.19 2 20.1 4.657
735759.155963079 -114.297 44.5951666666667 5 0 D 200234 0.12 1.5 15.9 4.657
735759.162978819 -114.240666666667 44.5628333333333 5 0 C 200235 0.08 0.7 14.2 4.657
735759.173575116 -114.409 44.6601666666667 5 0 D 200236 0.14 1.5 17.3 4.672
735759.190327083 -114.294833333333 44.6025 5 0 D 200237 0.13 1.5 16.4 4.672
735759.352335301 -114.237833333333 44.5626666666667 5 0 C 200238 0.05 0.5 13.1 4.657
735759.36376088 -110.639833333333 44.4613333333333 4.79 0 D 200239 0.83 45.3 52.1 4.478
735759.433439583 -114.287833333333 44.5775 5 0 D 200240 0.23 2 22.9 4.657
735759.754084144 -112.157166666667 45.7011666666667 5 0 D 200241 0.05 1.6 13.2 4.687
735759.847285069 -114.318666666667 44.5901666666667 5 0 D 200242 0.3 2.4 27.7 4.657
735759.847797454 -114.335 44.5891666666667 5 0 D 200243 0.29 2.4 26.9 4.657
735759.969272685 -114.331666666667 44.5611666666667 5 0 D 200244 0.16 2.8 18.6 4.657
735760.108710069 -114.245833333333 44.5545 5 0 D 200245 0.03 0.7 12.7 4.657
735760.34550463 -114.279 44.428 5 0 D 200246 0.11 1.3 15.3 4.657
735760.406236111 -112.163166666667 45.691 5 0 D 200247 0.04 1.5 12.9 4.687
735760.475128356 -114.328666666667 44.6338333333333 5 0 D 200248 0.04 1.2 13 4.657
735760.540731134 -114.282833333333 44.5853333333333 5 0 D 200249 0.2 1.8 20.5 4.657
735760.908033796 -112.298666666667 45.6785 5 0 D 200250 4.4 27.5 99 4.687
735761.103087384 -114.241833333333 44.5611666666667 5 0 C 200251 0.09 0.5 14.5 4.672
735761.180307407 -114.3135 44.5918333333333 5 0 D 200252 0.2 2.1 21 4.657
735761.277913426 -110.769833333333 44.8941666666667 5 0 D 200253 0.06 4.2 13.4 4.717
735761.629061343 -113.709333333333 44.117 5 0 D 200254 3.82 99 99 4.66
735761.671861227 -111.589666666667 44.905 5 0 D 200255 0.04 2 12.9 4.703
735761.871914236 -112.16 45.698 5 0 D 200256 0.02 1.5 12.6 4.687
735762.124161343 -114.238333333333 44.5511666666667 5 0 C 200257 0.05 0.7 13.2 4.657
735762.284940741 -115.894166666667 44.4096666666667 0.03 0 D 200258 0.43 11.3 8.6 0.188
735762.317537153 -110.4655 43.5618333333333 5 0 D 200260 0.11 10.3 11.3 4.732
735762.340073958 -114.288666666667 44.5936666666667 5 0 D 200261 0.07 1.3 13.7 4.657
735762.345685417 -114.109833333333 44.5748333333333 5 0 D 200262 0.07 1.6 13.8 4.657
735762.403867708 -114.294166666667 44.5951666666667 5 0 D 200263 0.19 1.6 20.2 4.657
735762.456495602 -114.294166666667 44.5966666666667 5 0 D 200264 0.17 1.8 19.2 4.657
735762.457164583 -114.291333333333 44.5556666666667 5 0 D 200265 0.01 1.7 12.5 4.662
735762.77105463 -114.271833333333 44.5931666666667 5 0 D 200266 0.05 1.5 13.1 4.657
735763.108375232 -114.311166666667 44.5943333333333 5 0 D 200267 0.19 1.9 20.3 4.657
735763.172125347 -114.246833333333 44.5548333333333 5 0 D 200268 0.05 0.7 13.1 4.657
735763.181707986 -114.238166666667 44.551 5 0 C 200269 0.06 0.7 13.6 4.657
735763.247333102 -114.240666666667 44.5578333333333 5 0 C 200270 0.06 0.6 13.4 4.657
735763.538487731 -114.242833333333 44.5656666666667 5 0 C 200271 0.04 0.5 13 4.657
735764.117355903 -114.249333333333 44.5436666666667 5 0 D 200272 0.02 1.7 12.6 4.657
735764.276288426 -114.232166666667 44.5551666666667 5 0 C 200273 0.05 0.6 13.1 4.657
735764.276970949 -114.231333333333 44.5543333333333 5 0 C 200274 0.04 0.6 13 4.657
735764.32372037 -114.238166666667 44.5595 5 0 C 200275 0.05 0.5 13.2 4.657
735764.335455671 -114.283833333333 44.5678333333333 5 0 D 200276 0.11 1.7 15.5 4.657
735764.395229398 -114.3075 44.5963333333333 5 0 D 200277 0.18 1.8 19.5 4.657
735764.456157407 -114.238833333333 44.5613333333333 5 0 C 200278 0.05 0.5 13.2 4.657
735764.517282176 -114.237166666667 44.5618333333333 5 0 C 200279 0.05 0.5 13.1 4.657
735764.683551389 -114.238666666667 44.5495 5 0 D 200280 0.04 0.9 13 4.657
735764.841046065 -114.287333333333 44.582 5 0 D 200281 0.18 1.7 19.8 4.657
735764.900259375 -114.274666666667 44.602 5 0 D 200282 0.05 1.5 13.1 4.657
735764.900404282 -114.230666666667 44.5558333333333 5 0 D 200283 0.05 0.5 13.1 4.657
735764.937677778 -112.867 45.1433333333333 5 0 D 200284 4.62 33 99 4.725
735765.121341898 -114.274333333333 44.6033333333333 5 0 D 200285 0.01 1.5 12.6 4.654
735765.193065393 -114.308666666667 44.5926666666667 5 0 D 200286 0.16 1.6 18.1 4.657
735765.196467014 -114.294333333333 44.597 5 0 D 200287 0.08 1.1 14.3 4.657
735765.234659375 -114.296166666667 44.5613333333333 5 0 D 200288 0.09 1.6 14.5 4.657
735765.593985648 -114.239833333333 44.5595 5 0 C 200289 0.07 0.6 13.7 4.657
735765.73285 -112.697 44.7513333333333 5 0 C 200290 0.32 0.6 29.6 4.716
735766.112575231 -114.2735 44.603 5 0 D 200291 0.03 1.5 12.7 4.654
735766.149616435 -114.314833333333 44.5963333333333 5 0 D 200292 0.27 2.5 25.6 4.657
735766.231983102 -114.590166666667 44.6416666666667 5 0 D 200293 0.04 5 12.9 4.654
735766.233089699 -114.292833333333 44.5808333333333 5 0 D 200294 0.2 1.7 20.5 4.657
735766.316008102 -114.323166666667 44.5858333333333 5 0 D 200295 0.31 2.5 28.5 4.657
735766.382498264 -114.231166666667 44.5548333333333 5 0 C 200296 0.05 0.6 13.2 4.657
735766.517530556 -114.212666666667 44.5695 5 0 D 200297 0.01 2.3 12.6 4.657
735766.71646412 -114.2435 44.5745 5 0 C 200298 0.05 0.5 13.3 4.672
735766.716467245 -114.2775 44.5775 5.58 0 C 200299 0.18 1.5 3.5 5.274
735766.822561574 -114.185666666667 44.475 5 0 D 200300 2.3 99 99 4.662
735766.940843634 -111.0715 43.8405 0.02 0 D 200301 0.24 4.1 3.3 0.186
735767.074692824 -114.2375 44.5568333333333 5 0 C 200302 0.05 0.6 13.2 4.657
735767.247982986 -114.250666666667 44.547 5 0 D 200303 0.05 1 13.2 4.657
735767.309907292 -114.2425 44.5625 5 0 C 200304 0.05 0.5 13.2 4.657
735767.312721181 -114.301833333333 44.595 5 0 D 200305 0.2 1.5 20.7 4.672
735767.312968287 -113.347666666667 44.9058333333333 5 0 D 200306 4.87 99 99 4.66
735767.330740393 -114.3105 44.5896666666667 5 0 D 200307 0.2 2 20.9 4.657
735767.358744907 -113.7285 44.9645 5 0 D 200308 1.1 8 92.5 4.672
735767.469978241 -114.233 44.5556666666667 5 0 C 200309 0.05 0.6 13.2 4.657
735767.502388657 -114.305833333333 44.5935 5 0 D 200310 0.23 1.8 22.6 4.672
735767.504007407 -114.308166666667 44.597 5 0 D 200311 0.21 1.6 21.3 4.672
735767.504037384 -114.1445 44.5898333333333 5 0 D 200312 0.06 1.7 13.5 4.732
735767.528066551 -114.301833333333 44.5943333333333 5 0 D 200313 0.2 1.8 20.7 4.672
735767.559421643 -114.237666666667 44.5633333333333 5 0 C 200314 0.06 0.5 13.5 4.657
735767.559893981 -114.237666666667 44.5653333333333 5 0 C 200315 0.06 0.5 13.6 4.657
735767.559985532 -113.835666666667 44.3935 5 0 D 200316 2.19 28.1 99 4.688
735767.559919213 -114.1025 44.5761666666667 4.8 0 C 200317 0.07 1.2 1 4.477
735767.573603819 -114.289833333333 44.5655 5 0 D 200318 0.03 1.1 12.8 4.681
735767.790673148 -114.251666666667 44.5538333333333 5 0 D 200319 0.01 1.5 12.6 4.657
735767.853130903 -114.2405 44.5505 5 0 D 200320 0.05 0.7 13.2 4.657
735768.043878125 -114.317666666667 44.5965 5 0 D 200322 0.27 2.5 25.9 4.657
735768.098606481 -114.2785 44.5731666666667 5 0 D 200323 0.12 1.1 16.1 4.67
735768.098615856 -114.236666666667 44.554 0.1 0 D 200324 0.09 6.2 4.6 0.276
735768.202265162 -114.249833333333 44.5493333333333 5 0 D 200325 0.02 1.6 12.7 4.657
735768.212749306 -114.428 44.4631666666667 5 0 D 200326 0.03 1.4 12.7 4.662
735768.392629861 -114.3195 44.596 5 0 D 200327 0.22 2.1 22 4.657
735768.39390162 -113.059333333333 44.8915 5 0 D 200328 0.89 13.1 75.3 4.713
735768.645334491 -114.239666666667 44.5541666666667 5 0 C 200329 0.08 0.7 14.4 4.657
735768.74407662 -114.423166666667 44.466 5 0 D 200330 0.06 1.2 13.5 4.657
735768.838099884 -114.236833333333 44.5545 5 0 C 200331 0.03 0.6 12.8 4.657
735768.891446412 -114.029666666667 44.4255 5 0 C 200332 0.12 0.6 16 4.688
735769.029793518 -112.702 44.7615 5 0 C 200333 0.13 0.8 16.7 4.727
735769.258832986 -114.196166666667 44.5198333333333 5 0 C 200334 0.12 1.1 16.1 4.657
735769.348641898 -114.2375 44.5555 5 0 C 200335 0.03 0.5 12.7 4.657
735769.472096759 -114.296833333333 44.5666666666667 5 0 D 200336 0.09 1.3 14.6 4.658
735769.493823032 -114.284833333333 44.5926666666667 5 0 D 200337 0.12 1.5 15.8 4.657
735769.788327778 -114.234333333333 44.556 5 0 C 200338 0.04 0.5 12.9 4.657
735769.982925579 -114.2375 44.561 5 0 C 200339 0.05 0.5 13.3 4.657
735770.073870949 -114.234833333333 44.5678333333333 5 0 D 200340 0.08 1 14.2 4.657
735770.095870139 -114.313166666667 44.5945 5 0 D 200341 0.31 2.7 28.4 4.657
735770.33180463 -114.237666666667 44.5496666666667 5 0 C 200342 0.05 0.7 13.2 4.657
735770.382753704 -114.244 44.572 5 0 C 200343 0.04 0.5 12.8 4.657
735770.436693982 -112.713 44.7246666666667 5 0 C 200344 0.1 0.8 14.8 4.727
735770.436691204 -112.710333333333 44.7863333333333 5 0 D 200345 0.25 1.3 24 4.697
735770.570495486 -114.313333333333 44.5928333333333 5 0 D 200346 0.31 2.8 28.7 4.657
735770.598139352 -114.2375 44.561 5 0 C 200347 0.04 0.5 13 4.657
735770.634231018 -112.568666666667 45.2998333333333 5 0 D 200348 0.51 7.1 44.3 4.725
735770.80991875 -114.142 44.7156666666667 5 0 D 200349 0.16 1.6 18.2 4.676
735770.809916782 -114.1665 44.7401666666667 5 0 D 200350 0.14 2.1 17 4.657
735770.810346991 -112.629 44.1075 5 0 D 200351 7.04 75.8 99 4.678
735770.967229745 -114.285833333333 44.5866666666667 5 0 D 200352 0.11 1.2 15.6 4.658
735770.967245486 -114.1985 44.576 5 0 D 200353 0.28 2.4 26.5 4.718
735771.177105671 -114.237 44.5603333333333 5 0 C 200355 0.03 0.7 12.7 4.657
735771.185716088 -114.2405 44.561 5 0 C 200356 0.07 0.5 13.7 4.672
735771.293250579 -114.302 44.5785 5 0 D 200357 0.2 1.8 20.7 4.656
735771.293254977 -114.268666666667 44.559 5 0 D 200358 0.03 1.6 12.8 4.691
735771.317583796 -112.746333333333 43.1538333333333 5 0 D 200359 6.81 62.3 99 4.658
735771.334703935 -113.659333333333 44.9736666666667 5 0 D 200360 0.19 2.1 20.3 4.672
735771.345355093 -114.254 44.5621666666667 5 0 D 200361 0.1 1.7 15.2 4.673
735771.345355208 -114.4385 45.909 5 0 D 200362 2.05 16 16.2 4.657
735771.351870833 -114.240666666667 44.5643333333333 5 0 D 200363 0.03 0.8 12.8 4.657
735771.363707523 -114.2985 44.5945 5 0 D 200364 0.14 1.6 16.9 4.657
735771.382521644 -114.2425 44.5498333333333 5 0 D 200365 0.03 10.5 12.8 4.662
735771.435070718 -114.277833333333 44.6018333333333 5 0 D 200366 0.03 1.5 12.7 4.657
735771.46553044 -114.2375 44.5506666666667 5 0 C 200367 0.04 0.8 12.9 4.657
735771.468298495 -114.292 44.5751666666667 5 0 D 200368 0.21 1.7 21.5 4.658
735771.468310069 -114.1945 44.5571666666667 1.78 0 C 200369 0.08 1.6 1.4 1.834
735771.525215046 -114.247166666667 44.5695 5 0 D 200370 0.09 1.3 14.4 4.673
735771.52521169 -114.277 44.5991666666667 0.02 0 D 200371 0.06 2.5 2.3 0.175
735771.579638194 -114.277166666667 44.5571666666667 5 0 D 200372 0.07 2.1 13.7 4.681
735771.661969792 -114.29 44.571 5 0 D 200373 0.23 2.2 23.2 4.657
735771.661977894 -114.222833333333 44.5776666666667 5 0 D 200374 0.09 1.4 14.5 4.718
735771.980586921 -114.234833333333 44.555 5 0 C 200375 0.04 0.5 12.9 4.657
735772.051551968 -114.2885 44.5703333333333 5 0 D 200376 0.25 2.3 24.3 4.657
735772.236280556 -114.315666666667 44.5663333333333 5 0 D 200377 0.09 1.1 14.4 4.658
735772.23632662 -113.91 44.6706666666667 5 0 D 200378 0.79 5.1 66.6 4.705
735772.29686412 -110.756166666667 43.2556666666667 9.68 0 D 200379 0.09 9.2 9.7 8.867
735772.307250694 -114.241833333333 44.5501666666667 5 0 D 200380 0.02 0.9 12.6 4.657
735772.498840046 -114.241333333333 44.5653333333333 5 0 C 200381 0.07 0.5 13.7 4.672
735772.553707639 -114.329333333333 44.5945 5 0 D 200382 0.27 2.7 26 4.657
735772.692719907 -114.232833333333 44.5516666666667 5 0 C 200383 0.06 0.6 13.3 4.657
735772.704430787 -112.420166666667 45.3871666666667 5 0 D 200384 0.04 3.6 13 4.702
735773.023336343 -114.294833333333 44.5823333333333 5 0 D 200385 0.22 2 22.2 4.656
735773.023340046 -114.287833333333 44.5531666666667 5 0 D 200386 0.05 1.6 13.2 4.691
735773.048510648 -112.704666666667 44.7276666666667 5 0 D 200387 0.09 0.8 14.5 4.735
735773.15974375 -114.250333333333 44.5516666666667 5 0 D 200388 0.09 1.1 14.5 4.672
735773.159740856 -114.3145 44.564 5 0 D 200389 0.03 1.8 12.8 4.732
735773.402650463 -114.1075 44.6025 5 0 D 200390 0.06 1.3 13.3 4.657
735773.420748727 -114.298833333333 44.5945 5 0 D 200391 0.18 1.8 19.7 4.657
735773.502729051 -112.707333333333 44.7731666666667 5 0 C 200392 0.31 0.8 29.1 4.713
735773.722101042 -114.2445 44.5506666666667 5 0 D 200393 0.01 1.3 12.5 4.657
735773.804847569 -114.289666666667 44.5693333333333 5 0 D 200394 0.24 1.7 23.3 4.672
735773.901843403 -114.25 44.5525 5 0 D 200395 0.02 0.8 12.6 4.657
735774.175936227 -114.287833333333 44.573 5 0 D 200396 0.18 1.8 19.3 4.657
735774.187725695 -114.554166666667 44.142 5 0 D 200397 0.1 1.7 14.9 4.672
735774.203916319 -113.9235 44.624 5 0 D 200398 1.32 8.6 99 4.681
735774.226337384 -114.932833333333 44.4485 5 0 D 200399 0.03 2.2 12.7 4.662
735774.353621181 -114.242833333333 44.5658333333333 5 0 C 200400 0.03 0.5 12.8 4.657
735774.403797106 -114.2385 44.5593333333333 5 0 C 200401 0.11 0.6 15.6 4.657
735774.410787037 -114.2445 44.5636666666667 5 0 C 200402 0.08 0.5 14.2 4.657
735774.710252315 -114.246666666667 44.5628333333333 5 0 C 200403 0.1 0.7 15.2 4.672
735774.765443519 -114.247166666667 44.5551666666667 5 0 D 200404 0.06 0.7 13.4 4.657
735774.793678935 -111.691 45.4223333333333 5 0 D 200405 1.71 99 99 4.717
735774.918854051 -114.195333333333 44.3723333333333 5 0 D 200406 0.07 1.7 13.7 4.662
735775.113752199 -114.2815 44.5936666666667 5 0 D 200407 0.15 1.7 17.7 4.657
735775.170860532 -114.142333333333 44.7038333333333 5 0 D 200408 0.14 2.2 17 4.672
735775.387287616 -115.859833333333 44.934 5 0 D 200409 0.1 6.7 15.1 4.66
735775.399807292 -114.243333333333 44.5646666666667 5 0 C 200410 0.06 0.5 13.5 4.657
735775.631542477 -114.305166666667 44.5801666666667 5 0 D 200411 0.28 2.8 26.4 4.657
735775.801233565 -114.116166666667 44.6268333333333 5 0 D 200412 0.11 1.2 15.5 4.672
735775.861034028 -114.253833333333 44.5558333333333 5 0 D 200413 0.08 1.2 14 4.657
735775.893139468 -113.939166666667 44.881 5 0 D 200414 3.72 89.8 99 4.662
735776.020208102 -114.276666666667 44.5976666666667 5 0 D 200415 0.13 1.9 16.6 4.665
735776.107763079 -114.313333333333 44.593 5 0 D 200416 0.2 2 20.6 4.657
735776.132635764 -114.237166666667 44.5635 5 0 C 200417 0.05 0.4 13.3 4.672
735776.180195602 -114.285 44.5638333333333 5 0 D 200418 0.09 1.7 14.6 4.657
735776.367683218 -114.287166666667 44.5683333333333 5 0 D 200419 0.2 2 21 4.665
735776.381436806 -114.544 44.136 5 0 D 200420 0.12 1.6 16.2 4.672
735776.381427199 -114.5585 44.0406666666667 0.1 0 C 200421 0.17 2.4 2.1 0.257
735776.385780787 -114.507833333333 44.1468333333333 5 0 D 200422 0.07 1 13.9 4.675
735776.389390741 -114.993166666667 44.0963333333333 5 0 D 200423 0.13 2.5 16.8 4.67
735776.39014294 -113.982333333333 44.6978333333333 5 0 D 200424 1.68 8.5 99 4.682
735776.439196412 -114.243833333333 44.5753333333333 5 0 C 200425 0.1 0.5 15.2 4.675
735776.475980556 -114.2255 44.5945 5 0 D 200426 0.06 0.7 13.5 4.657
735776.564839931 -114.2405 44.5573333333333 5 0 C 200427 0.09 0.8 14.6 4.675
735776.631990972 -114.268166666667 44.5435 5 0 D 200428 0.04 2.8 12.9 4.662
735776.873621181 -114.298833333333 44.5648333333333 5 0 D 200429 0.14 1.8 17.2 4.657
735776.890382523 -114.083166666667 44.6088333333333 5 0 D 200430 0.13 1.2 16.3 4.67
735777.176555093 -114.24 44.5503333333333 5 0 D 200431 0.04 0.6 12.9 4.657
735777.209117245 -113.858666666667 45.0363333333333 5 0 D 200432 0.04 1.3 12.9 4.665
735777.209104398 -113.802166666667 45.0691666666667 5 0 D 200433 0.3 1.6 28 4.69
735777.263812269 -114.248166666667 44.5451666666667 5 0 D 200434 0.05 1.7 13.2 4.657
735777.30314919 -114.3135 44.589 5 0 D 200435 0.19 1.9 19.9 4.665
735777.373512269 -114.245166666667 44.5478333333333 5 0 D 200436 0.11 0.9 15.7 4.665
735777.378425579 -114.242 44.5471666666667 5 0 D 200437 0.04 0.7 13 4.657
735777.380225116 -114.2425 44.5661666666667 5 0 C 200438 0.08 0.5 14.1 4.665
735777.383166088 -114.314166666667 44.5948333333333 5 0 D 200439 0.19 1.9 20.3 4.665
735777.427869097 -114.431833333333 44.4616666666667 5 0 D 200440 0.07 1.2 13.7 4.665
735777.527843287 -114.593166666667 44.1681666666667 5 0 D 200441 0.13 1.6 16.7 4.67
735777.610786111 -114.223 44.5618333333333 5 0 D 200442 0.05 1.1 13.3 4.67
735777.669396875 -112.590333333333 44.8528333333333 5 0 D 200443 0.07 2.5 13.7 4.724
735777.730206713 -114.2415 44.5651666666667 5 0 C 200444 0.1 0.5 15 4.665
735777.7976375 -112.295666666667 45.5975 5 0 D 200445 1.85 17.7 99 4.702
735778.123597569 -112.676666666667 44.7668333333333 5 0 C 200446 0.34 0.7 31.3 4.713
735778.175379745 -114.108166666667 44.6036666666667 5 0 D 200447 0.05 1.2 13.3 4.657
735778.192540972 -112.67 44.7805 5 0 C 200448 0.02 0.7 12.7 4.704
735778.219775926 -114.2365 44.5516666666667 5 0 C 200449 0.05 0.6 13.2 4.657
735778.268921296 -114.312166666667 44.5663333333333 5 0 D 200450 0.32 3.2 29.5 4.657
735778.279297338 -114.233166666667 44.5523333333333 5 0 C 200451 0.03 0.6 12.8 4.657
735778.34072037 -114.2485 44.5563333333333 5 0 D 200452 0.08 1.6 14.1 4.676
735778.357806366 -114.232833333333 44.554 5 0 C 200453 0.05 0.6 13.1 4.657
735778.357834954 -113.8205 44.7598333333333 5 0 D 200454 0.73 7.2 62.5 4.691
