time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-04T23:01:30.130Z,42.5763,-111.4249,4.07,2.7,ml,,118,0.305,0.42,us,us2000afpx,2017-12-07T20:00:12.040Z,"11 km NNW of Georgetown, Idaho",earthquake,0.9,4.3,0.044,68,reviewed,us,us
2017-09-04T22:57:56.790Z,42.6086,-111.4367,10,2.6,ml,,121,0.293,0.52,us,us2000bszw,2017-12-07T20:00:12.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.4,2,0.071,26,reviewed,us,us
2017-09-04T22:55:49.220Z,42.6292,-111.4361,6.96,3.3,ml,,123,0.282,0.59,us,us2000afpu,2017-12-07T20:00:12.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.5,5,0.053,46,reviewed,us,us
2017-09-04T22:54:29.550Z,42.5994,-111.4516,7.85,2.8,ml,,123,0.307,0.36,us,us2000bszv,2017-12-07T20:00:11.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.4,5.3,0.057,40,reviewed,us,us
2017-09-04T22:53:22.330Z,42.5933,-111.3996,13.09,2.6,ml,,115,0.279,0.45,us,us2000bszu,2017-12-07T20:00:11.040Z,"12 km N of Georgetown, Idaho",earthquake,2,8.8,0.064,32,reviewed,us,us
2017-09-04T22:51:27.010Z,42.5885,-111.4254,10,3.2,ml,,119,0.297,0.35,us,us2000afpq,2017-12-07T20:00:11.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.8,2,0.038,90,reviewed,us,us
2017-09-04T22:47:42.620Z,42.5939,-111.4379,10,3.5,mwr,,121,0.302,0.69,us,us2000aft4,2017-12-07T20:00:11.040Z,"13 km NNW of Georgetown, Idaho",earthquake,2.6,2,0.083,14,reviewed,us,us
2017-09-04T22:47:11.640Z,42.5914,-111.4218,14.25,3.1,ml,,118,0.293,0.44,us,us2000afpl,2017-12-07T20:00:11.040Z,"12 km NNW of Georgetown, Idaho",earthquake,2.3,10,0.04,84,reviewed,us,us
2017-09-04T22:35:37.760Z,42.5808,-111.4319,10,2.7,ml,,119,0.306,0.32,us,us2000afpd,2017-12-07T20:00:11.040Z,"12 km NNW of Georgetown, Idaho",earthquake,0.9,2,0.041,80,reviewed,us,us
2017-09-04T22:26:20.410Z,42.5909,-111.4505,10,2.7,ml,,139,0.311,0.44,us,us2000afpa,2017-12-07T20:00:11.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.7,2,0.045,64,reviewed,us,us
2017-09-04T22:20:46.000Z,42.6195,-111.413,16.78,2.6,ml,,118,0.272,0.47,us,us2000afp9,2017-12-07T20:00:11.040Z,"15 km NNW of Georgetown, Idaho",earthquake,1.3,6,0.051,50,reviewed,us,us
2017-09-04T22:17:01.640Z,42.6393,-111.4324,10,2.8,ml,,123,0.275,0.81,us,us2000bvkx,2017-12-07T20:00:11.040Z,"14 km E of Soda Springs, Idaho",earthquake,1.7,2,0.085,18,reviewed,us,us
2017-09-04T22:15:45.910Z,42.5864,-111.4135,5.2,3.8,mwr,,117,0.292,0.37,us,us2000afp3,2017-12-07T20:00:11.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.9,1.2,0.05,39,reviewed,us,us
2017-09-04T22:14:00.020Z,42.6011,-111.4431,10,2.8,ml,,122,0.301,0.46,us,us2000afp1,2017-12-07T20:00:11.040Z,"14 km NNW of Georgetown, Idaho",earthquake,1.3,2,0.05,52,reviewed,us,us
2017-09-04T22:10:48.190Z,42.672,-111.489,6,3.1,ml,,,,0.52,us,us1000bj66,2017-12-07T20:00:11.040Z,"9 km ENE of Soda Springs, Idaho",earthquake,1.8,4.4,,,reviewed,uu,uu
2017-09-04T22:10:31.680Z,42.6129,-111.4479,13.03,2.8,ml,,64,0.298,0.48,us,us2000afnx,2017-12-07T20:00:11.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.7,10,0.043,72,reviewed,us,us
2017-09-04T21:57:51.820Z,42.5839,-111.4286,10.1,2.4,ml,,119,0.302,0.48,us,us2000afnn,2017-12-07T20:00:11.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.7,10.9,0.048,56,reviewed,us,us
2017-09-04T21:22:33.840Z,42.6051,-111.4299,10.32,2.4,ml,,120,0.291,0.43,us,us2000afnb,2017-12-07T20:00:11.040Z,"14 km NNW of Georgetown, Idaho",earthquake,1.9,10.4,0.05,52,reviewed,us,us
2017-09-04T21:16:44.630Z,42.5482,-111.3293,12.71,2.7,ml,,104,0.275,1.43,us,us2000afn8,2017-12-07T20:00:11.040Z,"8 km NNE of Georgetown, Idaho",earthquake,1.9,11.1,0.044,68,reviewed,us,us
2017-09-04T21:10:55.550Z,42.5856667,-111.4413333,8.57,2.43,ml,19,84,0.309,0.14,uu,uu60233392,2017-11-22T00:14:15.580Z,"12 km NNW of Georgetown, Idaho",earthquake,0.5,1.3,0.152,7,reviewed,uu,uu
2017-09-04T20:55:13.870Z,42.5861667,-111.4491667,2.38,2.42,ml,19,110,0.3134,0.21,uu,uu60233347,2017-11-22T00:14:14.060Z,"13 km NNW of Georgetown, Idaho",earthquake,0.86,6.53,0.158,5,reviewed,uu,uu
2017-09-04T20:51:38.640Z,42.5867,-111.4308,10,3.6,mwr,,119,0.302,0.26,us,us2000afmx,2017-12-07T20:00:11.040Z,"12 km NNW of Georgetown, Idaho",earthquake,2.3,2,0.055,32,reviewed,us,us
2017-09-04T20:48:21.770Z,42.6068333,-111.4515,5.99,2.42,ml,19,81,0.3035,0.15,uu,uu60233332,2017-11-22T00:14:12.480Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.5,31.61,0.228,7,reviewed,uu,uu
2017-09-04T20:46:55.520Z,42.6037,-111.4512,10,2.6,ml,,123,0.305,0.41,us,us2000afmv,2017-12-07T20:00:11.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.9,2,0.042,74,reviewed,us,us
2017-09-04T20:41:20.600Z,42.6596,-111.4815,10,2.5,ml,,132,0.281,0.47,us,us2000bswm,2017-12-07T20:00:11.040Z,"10 km E of Soda Springs, Idaho",earthquake,1.5,2,0.051,50,reviewed,us,us
2017-09-04T20:32:53.860Z,42.5964,-111.4592,10,2.4,ml,,124,0.313,0.75,us,us2000afmr,2017-12-07T20:00:11.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.8,2,0.043,72,reviewed,us,us
2017-09-04T20:19:50.110Z,42.5945,-111.4435,4.52,2.38,ml,19,84,0.3053,0.15,uu,uu60233272,2017-11-22T00:14:07.580Z,"13 km NNW of Georgetown, Idaho",earthquake,0.63,8.07,0.162,5,reviewed,uu,uu
2017-09-04T20:17:29.090Z,42.6396,-111.4488,10,3,ml,,125,0.285,0.61,us,us2000afmg,2017-12-07T20:00:11.040Z,"12 km E of Soda Springs, Idaho",earthquake,1.9,2,0.042,74,reviewed,us,us
2017-09-04T20:13:59.960Z,42.6004,-111.4257,3.44,2.9,ml,,85,0.291,0.71,us,us1000bj1b,2017-12-07T20:00:11.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.2,4.4,0.077,22,reviewed,us,us
2017-09-04T20:12:23.740Z,42.6089,-111.4543,5.68,3.8,mwr,,124,0.304,0.5,us,us2000afme,2017-12-07T20:00:11.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.9,1.1,0.04,59,reviewed,us,us
2017-09-04T19:04:58.290Z,42.6291667,-111.4675,2.63,3.68,ml,18,75,0.303,0.28,uu,uu60233207,2017-09-29T22:41:01.272Z,"11 km ESE of Soda Springs, Idaho",earthquake,0.87,6.65,0.146,14,reviewed,uu,uu
2017-09-04T19:04:57.670Z,42.6407,-111.4411,5.68,3.7,mwr,,124,0.28,0.4,us,us2000aflu,2017-12-07T20:00:11.040Z,"13 km E of Soda Springs, Idaho",earthquake,1.9,3.9,0.056,31,reviewed,us,us
2017-09-04T18:49:19.770Z,42.6817,-111.5124,10,2.6,ml,,140,0.264,0.59,us,us2000afls,2017-12-07T20:00:11.040Z,"8 km ENE of Soda Springs, Idaho",earthquake,2.3,2,0.043,72,reviewed,us,us
2017-09-04T17:59:22.070Z,42.63,-111.4379,10,2.5,ml,,123,0.283,0.28,us,us2000aflj,2017-12-07T20:00:10.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,2.2,2,0.041,78,reviewed,us,us
2017-09-04T16:28:52.780Z,42.6358333,-111.4736667,1.29,2.37,ml,20,81,0.3041,0.25,uu,uu60233057,2017-11-22T00:14:02.610Z,"10 km E of Soda Springs, Idaho",earthquake,0.73,9.4,0.155,8,reviewed,uu,uu
2017-09-04T15:22:50.020Z,42.6782,-111.4986,10,2.3,ml,,137,0.265,0.39,us,us2000bswk,2017-12-07T20:00:10.040Z,"9 km ENE of Soda Springs, Idaho",earthquake,2,2,0.081,20,reviewed,us,us
2017-09-04T15:21:33.260Z,42.6783,-111.4883,6.65,2.4,ml,,135,0.264,0.41,us,us2000afkq,2017-12-07T20:00:10.040Z,"9 km ENE of Soda Springs, Idaho",earthquake,1.4,5.2,0.062,34,reviewed,us,us
2017-09-04T15:17:19.420Z,42.6775,-111.4829,6.16,2.4,ml,,134,0.264,0.3,us,us2000afkn,2017-12-07T20:00:10.040Z,"10 km ENE of Soda Springs, Idaho",earthquake,1.8,5.7,0.064,32,reviewed,us,us
2017-09-04T14:00:12.490Z,42.6226,-111.4414,6.76,2.7,ml,,123,0.289,0.23,us,us2000bswj,2017-12-07T20:00:10.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.8,1.6,0.128,8,reviewed,us,us
2017-09-04T13:59:36.960Z,42.6256,-111.4393,9.5,2.5,ml,,123,0.286,0.2,us,us2000afk5,2017-12-07T20:00:10.040Z,"southern Idaho",earthquake,1.2,12.3,0.064,32,reviewed,us,us
2017-09-04T12:29:25.040Z,42.6755,-111.4956,10,2.8,ml,,136,0.267,0.56,us,us2000afjr,2017-12-07T20:00:10.040Z,"9 km ENE of Soda Springs, Idaho",earthquake,1.8,2,0.043,72,reviewed,us,us
2017-09-04T12:26:33.670Z,42.6193,-111.4443,10.99,2.6,ml,,123,0.292,0.33,us,us2000afjq,2017-12-07T20:00:10.040Z,"southern Idaho",earthquake,2,9.7,0.046,61,reviewed,us,us
2017-09-04T12:21:19.060Z,42.673,-111.5109,2.42,2.6,ml,,139,0.272,0.48,us,us2000afjl,2017-12-07T20:00:10.040Z,"7 km ENE of Soda Springs, Idaho",earthquake,0.9,3.3,0.043,72,reviewed,us,us
2017-09-04T11:15:50.430Z,42.6342,-111.443,8.12,2.3,ml,,81,0.284,0.27,us,us2000afj7,2017-12-07T20:00:10.040Z,"13 km E of Soda Springs, Idaho",earthquake,1.3,12.2,0.064,32,reviewed,us,us
2017-09-04T11:09:28.910Z,42.6703,-111.5122,4.19,2.4,ml,,131,0.275,0.19,us,us2000afj5,2017-12-07T20:00:10.040Z,"7 km ENE of Soda Springs, Idaho",earthquake,2,7,0.071,26,reviewed,us,us
2017-09-04T10:52:27.980Z,42.6072,-111.4852,1.76,3.1,ml,,129,0.324,0.31,us,us2000afix,2017-12-07T20:00:10.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,0.9,2.2,0.039,86,reviewed,us,us
2017-09-04T09:46:20.340Z,42.6708,-111.4853,10,2.6,ml,,142,0.271,0.42,us,us2000afig,2017-12-07T20:00:10.040Z,"9 km E of Soda Springs, Idaho",earthquake,1.8,2,0.056,42,reviewed,us,us
2017-09-04T09:41:58.870Z,42.5982,-111.4886,10,2.7,ml,,128,0.331,0.47,us,us2000appl,2017-12-07T20:00:10.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.8,2,0.071,26,reviewed,us,us
2017-09-04T09:41:21.520Z,42.6729,-111.513,11.72,2.4,ml,,82,0.317,0.45,us,us2000afid,2017-12-07T20:00:10.040Z,"7 km ENE of Soda Springs, Idaho",earthquake,1.2,10.4,0.069,28,reviewed,us,us
2017-09-04T09:27:17.730Z,42.6127,-111.4624,10,3,ml,,126,0.307,0.38,us,us2000afi9,2017-12-07T20:00:10.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.3,2,0.042,76,reviewed,us,us
2017-09-04T09:22:53.690Z,42.6649,-111.4937,8.11,2.3,ml,,135,0.278,0.23,us,us2000afi8,2017-12-07T20:00:10.040Z,"9 km E of Soda Springs, Idaho",earthquake,1.8,12.3,0.057,40,reviewed,us,us
2017-09-04T09:11:33.050Z,42.66,-111.4705,9.61,2.35,ml,19,79,0.2801,0.2,uu,uu60232417,2017-12-11T20:07:42.240Z,"11 km E of Soda Springs, Idaho",earthquake,0.61,1.24,0.151,10,reviewed,uu,uu
2017-09-04T08:05:36.560Z,42.6654,-111.4878,8.89,2.5,ml,,142,0.276,0.35,us,us1000bj37,2017-12-07T20:00:09.040Z,"9 km E of Soda Springs, Idaho",earthquake,1.3,11.5,0.213,7,reviewed,us,uu
2017-09-04T08:05:17.850Z,42.6327,-111.4711,11.8,2.6,ml,,128,0.303,0.71,us,us2000afh6,2017-12-07T20:00:09.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,2.4,10.1,0.041,80,reviewed,us,us
2017-09-04T08:02:43.450Z,42.6618,-111.4942,14.33,2.4,ml,,135,0.281,0.56,us,us2000afh4,2017-12-07T20:00:09.040Z,"9 km E of Soda Springs, Idaho",earthquake,1.9,9.4,0.069,28,reviewed,us,us
2017-09-04T07:55:05.920Z,42.6562,-111.4858,4.53,3.9,mwr,,84,0.285,0.35,us,us2000afgs,2017-12-07T20:00:09.040Z,"9 km E of Soda Springs, Idaho",earthquake,0.9,4.1,0.035,77,reviewed,us,us
2017-09-04T07:53:38.980Z,42.624,-111.4841,10,2.4,ml,,142,0.316,0.66,us,us2000afgr,2017-12-07T20:00:09.040Z,"10 km ESE of Soda Springs, Idaho",earthquake,3.6,2,0.064,32,reviewed,us,us
2017-09-04T07:39:45.740Z,42.6024,-111.4337,10,2.6,ml,,121,0.294,0.33,us,us2000afgk,2017-12-07T20:00:09.040Z,"14 km NNW of Georgetown, Idaho",earthquake,1.4,2,0.045,66,reviewed,us,us
2017-09-04T07:34:49.780Z,42.654,-111.5055,10,3.4,mwr,,136,0.29,0.33,us,us2000afgd,2017-12-07T20:00:09.040Z,"8 km E of Soda Springs, Idaho",earthquake,1.6,2,0.059,28,reviewed,us,us
2017-09-04T07:27:57.550Z,42.6704,-111.4751,12.38,2.7,ml,,132,0.27,0.41,us,us2000bswf,2017-12-07T20:00:09.040Z,"10 km E of Soda Springs, Idaho",earthquake,1.7,8.5,0.091,16,reviewed,us,us
2017-09-04T07:27:35.060Z,42.6649,-111.4788,2.03,2.7,ml,,132,0.276,0.54,us,us2000afga,2017-12-07T20:00:09.040Z,"10 km E of Soda Springs, Idaho",earthquake,0.9,4.9,0.066,30,reviewed,us,us
2017-09-04T06:55:27.370Z,42.623,-111.4951,1.89,3.7,mwr,,141,0.319,0.31,us,us2000affn,2017-12-07T20:00:09.040Z,"9 km ESE of Soda Springs, Idaho",earthquake,0.8,2.1,0.041,56,reviewed,us,us
2017-09-04T06:52:33.100Z,42.6168,-111.4694,5.45,3.4,mwr,,127,0.309,0.24,us,us2000affl,2017-12-07T20:00:09.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.8,4.5,0.049,40,reviewed,us,us
2017-09-04T06:45:04.290Z,42.5858,-111.4622,13.55,2.2,ml,,134,0.321,0.32,us,us2000bswe,2017-12-07T20:00:09.040Z,"13 km NNW of Georgetown, Idaho",earthquake,2.1,10.1,0.066,30,reviewed,us,us
2017-09-04T06:40:55.510Z,42.5945,-111.4459,2.58,2.3,ml,,122,0.306,0.24,us,us2000affe,2017-12-07T20:00:09.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.3,6.5,0.074,24,reviewed,us,us
2017-09-04T06:38:34.440Z,42.6281667,-111.453,5.94,2.29,ml,12,134,0.2939,0.16,uu,uu60232142,2017-09-29T19:50:18.750Z,"12 km ESE of Soda Springs, Idaho",earthquake,0.76,31.61,0.23,2,reviewed,uu,uu
2017-09-04T06:35:14.110Z,42.6195,-111.4881,6.14,2.4,ml,,130,0.32,0.37,us,us2000bswd,2017-12-07T20:00:09.040Z,"10 km ESE of Soda Springs, Idaho",earthquake,1.6,5.4,0.085,18,reviewed,us,us
2017-09-04T06:33:38.360Z,42.6204,-111.4369,11.09,2.6,ml,,122,0.287,0.38,us,us2000affb,2017-12-07T20:00:09.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,2.5,10.2,0.046,62,reviewed,us,us
2017-09-04T06:28:15.510Z,42.6283333,-111.4536667,5.92,2.66,ml,15,78,0.2943,0.2,uu,uu60014259,2017-12-11T22:44:08.590Z,"12 km ESE of Soda Springs, Idaho",earthquake,0.77,31.61,0.119,4,reviewed,uu,uu
2017-09-04T06:27:14.640Z,42.6314,-111.4984,3.27,2.6,ml,,133,0.311,0.31,us,us2000bswc,2017-12-07T20:00:09.040Z,"9 km ESE of Soda Springs, Idaho",earthquake,1.5,6.3,0.071,26,reviewed,us,us
2017-09-04T06:23:06.680Z,42.65,-111.4536,10,2.9,ml,,131,0.284,1.14,us,us2000awzt,2017-12-07T20:00:09.040Z,"12 km E of Soda Springs, Idaho",earthquake,2.3,2,0.048,56,reviewed,us,us
2017-09-04T06:20:36.470Z,42.6218,-111.4615,9.94,3.2,ml,,126,0.302,0.42,us,us2000bvjj,2017-12-07T20:00:09.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.8,11.4,0.097,14,reviewed,us,us
2017-09-04T06:17:09.000Z,42.6213,-111.4516,5.71,4.5,mwr,,125,0.296,0.35,us,us2000afeu,2017-12-07T20:00:09.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.7,1,0.037,69,reviewed,us,us
2017-09-04T05:10:43.140Z,42.6455,-111.4611667,6,2.48,md,11,76,0.2917,0.09,uu,uu60232012,2017-11-22T00:13:24.800Z,"11 km E of Soda Springs, Idaho",earthquake,0.39,31.61,0.105,3,reviewed,uu,uu
2017-09-04T04:35:33.780Z,42.6602,-111.4983,6.45,2.7,ml,,144,0.283,0.24,us,us2000afdt,2017-12-07T20:00:09.040Z,"8 km E of Soda Springs, Idaho",earthquake,1.6,5.2,0.043,72,reviewed,us,us
2017-09-04T03:08:36.830Z,42.5938,-111.4625,10,2.8,ml,,124,0.317,0.64,us,us2000afdc,2017-12-07T20:00:09.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.8,2,0.04,84,reviewed,us,us
2017-09-04T01:21:43.620Z,42.6677,-111.482,5.21,2.3,ml,,138,0.297,0.25,us,us2000bswa,2017-12-07T20:00:09.040Z,"10 km E of Soda Springs, Idaho",earthquake,1.5,3.9,0.055,44,reviewed,us,us
2017-09-04T00:57:24.890Z,42.6465,-111.4578333,5.96,2.37,ml,15,96,0.289,0.23,uu,uu60231722,2017-11-22T00:13:18.240Z,"12 km E of Soda Springs, Idaho",earthquake,0.76,31.61,0.138,10,reviewed,uu,uu
2017-09-04T00:36:33.800Z,42.5863,-111.4493,5.09,3.4,mwr,,26,0.313,0.63,us,us2000afc3,2017-12-07T20:00:08.040Z,"13 km NNW of Georgetown, Idaho",earthquake,2.2,6.3,,13,reviewed,us,slm
2017-09-04T00:05:24.580Z,42.6665,-111.5118,10,3.6,mwr,,140,0.318,0.6,us,us2000afc9,2017-12-07T20:00:08.040Z,"7 km E of Soda Springs, Idaho",earthquake,1.2,2,0.048,41,reviewed,us,us
2017-09-04T00:03:24.320Z,42.595,-111.4316,10,2.6,ml,,134,0.297,0.82,us,us2000afbq,2017-12-07T20:00:08.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.9,11,0.042,74,reviewed,us,us
2017-09-03T23:27:22.860Z,42.6347,-111.4562,11.09,2.5,ml,,137,0.293,0.44,us,us2000afc5,2017-12-07T20:00:08.040Z,"12 km E of Soda Springs, Idaho",earthquake,1.7,10.5,0.056,42,reviewed,us,us
2017-09-03T23:26:03.630Z,42.6714,-111.4867,10.23,2.5,ml,,142,0.299,0.57,us,us2000afbh,2017-12-07T20:00:08.040Z,"9 km E of Soda Springs, Idaho",earthquake,1,11.1,0.046,62,reviewed,us,us
2017-09-03T22:37:12.390Z,42.6609,-111.4505,10,2.8,ml,,136,0.278,0.43,us,us2000afar,2017-12-07T20:00:08.040Z,"12 km E of Soda Springs, Idaho",earthquake,1.8,2,0.044,68,reviewed,us,us
2017-09-03T21:43:14.840Z,42.6659,-111.5228,5,2.5,ml,,67,0.326,1.02,us,us2000bsw9,2017-12-07T20:00:08.040Z,"6 km E of Soda Springs, Idaho",earthquake,1.8,1.9,0.064,32,reviewed,us,us
2017-09-03T21:41:45.600Z,42.6164,-111.4738,10,2.6,ml,,137,0.313,0.71,us,us2000af9s,2017-12-07T20:00:08.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,2.1,2,0.043,70,reviewed,us,us
2017-09-03T21:10:15.760Z,42.6433,-111.5416,10,3.4,mwr,,34,0.347,0.67,us,us2000af9l,2017-12-07T20:00:08.040Z,"5 km ESE of Soda Springs, Idaho",earthquake,2,2,0.083,14,reviewed,us,us
2017-09-03T20:53:57.810Z,42.6996667,-111.4665,8.93,2.7,ml,14,151,0.2776,0.16,uu,uu60014119,2017-12-04T23:08:50.100Z,"12 km ENE of Soda Springs, Idaho",earthquake,0.74,2.51,0.046,6,reviewed,uu,uu
2017-09-03T20:53:26.640Z,42.6715,-111.4978,10,2.8,ml,,142,0.307,0.42,us,us2000af9h,2017-12-07T20:00:08.040Z,"8 km ENE of Soda Springs, Idaho",earthquake,2.2,2,0.045,64,reviewed,us,us
2017-09-03T19:20:23.810Z,42.6525,-111.4774,10,2.8,ml,,140,0.3,0.91,us,us2000af8c,2017-12-07T20:00:08.040Z,"10 km E of Soda Springs, Idaho",earthquake,1.8,2,0.052,48,reviewed,us,us
2017-09-03T18:58:25.490Z,42.6581,-111.4707,10,2.4,ml,,140,0.293,0.42,us,us2000af84,2017-12-07T20:00:08.040Z,"10 km E of Soda Springs, Idaho",earthquake,2.1,2,0.057,40,reviewed,us,us
2017-09-03T18:51:31.820Z,42.6561,-111.4852,10,2.3,ml,,140,0.303,0.42,us,us2000bsw8,2017-12-07T20:00:08.040Z,"9 km E of Soda Springs, Idaho",earthquake,1.3,2,0.071,26,reviewed,us,us
2017-09-03T18:36:46.750Z,42.6153,-111.4633,3,3.6,mwr,,134,0.306,0.42,us,us2000af80,2017-12-07T20:00:08.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,2,2.7,0.058,29,reviewed,us,us
2017-09-03T18:13:07.230Z,42.6103,-111.3969,11.94,2.4,ml,,133,0.268,0.57,us,us2000bsw7,2017-12-07T20:00:08.040Z,"14 km N of Georgetown, Idaho",earthquake,2.5,10.7,0.074,24,reviewed,us,us
2017-09-03T18:11:14.520Z,42.6252,-111.4301,10,2.6,ml,,136,0.28,0.44,us,us2000af7p,2017-12-07T20:00:08.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.6,2,0.048,56,reviewed,us,us
2017-09-03T17:55:21.210Z,42.6347,-111.4321,10,2.7,ml,,137,0.277,0.62,us,us2000af7k,2017-12-07T20:00:08.040Z,"14 km E of Soda Springs, Idaho",earthquake,2.3,2,0.048,58,reviewed,us,us
2017-09-03T17:48:30.850Z,42.6606,-111.4405,10,2.8,ml,,147,0.271,0.58,us,us2000bvwt,2017-12-07T20:00:08.040Z,"13 km E of Soda Springs, Idaho",earthquake,1.8,2,0.066,30,reviewed,us,us
2017-09-03T17:41:39.590Z,42.6381,-111.474,7.69,4.7,mww,,136,0.303,0.56,us,us2000af79,2018-01-26T03:54:27.968Z,"10 km E of Soda Springs, Idaho",earthquake,1.5,4.2,0.06,27,reviewed,us,us
2017-09-03T17:28:16.320Z,42.6704,-111.4632,3.5,2.3,ml,,138,0.283,0.24,us,us2000af70,2017-12-07T20:00:08.040Z,"11 km E of Soda Springs, Idaho",earthquake,2.4,1.3,0.05,52,reviewed,us,us
2017-09-03T17:25:58.550Z,42.6266,-111.4679,5.23,2.4,ml,,137,0.304,0.52,us,us2000af6w,2017-12-07T20:00:08.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,2,7.1,0.066,30,reviewed,us,us
2017-09-03T17:07:32.920Z,42.5884,-111.4793,10,3,ml,,133,0.33,0.88,us,us2000af6m,2017-12-07T20:00:08.040Z,"12 km SE of Soda Springs, Idaho",earthquake,2.6,2,0.042,76,reviewed,us,us
2017-09-03T17:00:10.770Z,42.6605,-111.4555,1.69,2.56,ml,16,79,0.2819,0.23,uu,uu60230932,2017-12-11T22:32:13.530Z,"12 km E of Soda Springs, Idaho",earthquake,0.77,7.07,0.161,6,reviewed,uu,uu
2017-09-03T16:56:56.570Z,42.5953,-111.4331,6.69,2.6,ml,,85,0.298,0.68,us,us2000bsw6,2017-12-07T20:00:08.040Z,"13 km NNW of Georgetown, Idaho",earthquake,2,1.7,0.074,24,reviewed,us,us
2017-09-03T16:55:01.670Z,42.7663333,-111.4008333,7.52,2.29,md,12,275,0.708,0.2,uu,uu60014179,2017-12-12T20:25:56.460Z,"20 km NE of Soda Springs, Idaho",earthquake,5.24,1.77,0.262,9,reviewed,uu,uu
2017-09-03T16:49:17.380Z,42.6137,-111.4287,10,4.7,mww,,54,0.285,0.48,us,us2000af5z,2017-12-07T20:00:08.040Z,"15 km ESE of Soda Springs, Idaho",earthquake,1.8,1.9,0.058,29,reviewed,us,us
2017-09-03T16:45:22.030Z,42.6776,-111.477,6.47,2.5,ml,,141,0.291,0.28,us,us2000af5w,2017-12-07T20:00:08.040Z,"10 km ENE of Soda Springs, Idaho",earthquake,1.9,6.1,0.066,30,reviewed,us,us
2017-09-03T16:41:15.250Z,42.6679,-111.4745,6.96,2.6,ml,,140,0.292,0.2,us,us2000af5v,2017-12-07T20:00:08.040Z,"10 km E of Soda Springs, Idaho",earthquake,2.3,1.2,0.066,30,reviewed,us,us
2017-09-03T16:09:56.400Z,42.6631,-111.428,8.13,3.6,mwr,,136,0.262,0.48,us,us2000af57,2017-12-07T20:00:07.040Z,"14 km E of Soda Springs, Idaho",earthquake,1.4,7.5,0.044,50,reviewed,us,us
2017-09-03T15:58:23.320Z,42.6171667,-111.4406667,5.97,2.45,ml,16,92,0.2914,0.29,uu,uu60014159,2018-02-13T16:13:56.550Z,"14 km ESE of Soda Springs, Idaho",earthquake,0.8,31.61,0.336,3,reviewed,uu,uu
2017-09-03T15:57:30.480Z,42.6725,-111.4814,6.88,2.5,ml,,149,0.295,0.25,us,us2000af4y,2017-12-07T20:00:07.040Z,"10 km E of Soda Springs, Idaho",earthquake,1.4,6.6,0.056,42,reviewed,us,us
2017-09-03T15:51:05.500Z,42.6098,-111.4542,5.98,2.6,ml,,92,0.304,0.4,us,us2000bsw3,2017-12-07T20:00:07.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,2,1.9,0.066,30,reviewed,uu,us
2017-09-03T15:47:52.410Z,42.5895,-111.4839,9.46,3.3,mwr,,134,0.333,0.32,us,us2000af4q,2017-12-07T20:00:07.040Z,"12 km SE of Soda Springs, Idaho",earthquake,2.5,10.3,0.055,32,reviewed,us,us
2017-09-03T15:40:24.750Z,42.602,-111.4335,5.86,2.6,ml,,134,0.294,0.48,us,us2000af4l,2017-12-07T20:00:07.040Z,"14 km NNW of Georgetown, Idaho",earthquake,1.4,5.6,0.059,38,reviewed,us,us
2017-09-03T15:23:36.950Z,42.6186,-111.4718,6.26,2.7,ml,,139,0.31,0.47,us,us2000bsw1,2017-12-07T20:00:07.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.6,6,0.077,22,reviewed,us,us
